별내동주민센터,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 남양주시 별내3로 64-21, 주차장 입구",37.647839,127.127158,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
롯데마트 마석점,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 남양주시 화도읍 경춘로 1992, 지상주차장 3층 20구역",37.650216,127.309384,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
홈플러스 시화점,1,3,DC차데모 + AC3상,충전가능,"경기도 시흥시 희망공원로 269, 지상주차장 1층 A0구역",37.345145,126.725226,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
의왕휴게소(서울방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 의왕시 오전로 24, 하이패스 안내소 뒷편",37.347493,126.985383,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
의왕휴게소(의왕방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 의왕시 오전로 24, 의왕휴게소 건물 오른쪽",37.348306,126.983728,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
이마트 하남점,1,3,DC차데모 + AC3상,충전가능,"경기도 하남시 덕풍서로 70, 지상주차장 5층",37.552817,127.205407,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
서하남휴게소(판교방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 하남시 서울외곽순환고속도로 19, 주차장 플랜카드 앞",37.525901,127.193057,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
이마트 보라점,1,3,DC차데모 + AC3상,충전가능,"경기도 용인시 기흥구 한보라1로 92, 지상주차장 4층",37.247521,127.105052,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
이마트 죽전점,1,3,DC차데모 + AC3상,충전가능,"경기도 용인시 수지구 포은대로 552, 지상주차장 3층 B01구역",37.32554335,127.1102209,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
홈플러스 파주문산점,1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 파주시 문산읍 방촌로 1759, 옥상주차장 차량정비소 옆",37.869915,126.785434,10:00~22:00,환경부,1661-9408,2.02E+13,급속(50kW)
이마트 이천점,1,3,DC차데모 + AC3상,충전가능,"경기도 이천시 이섭대천로 1440-50, 옥상주차장",37.293832,127.459068,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
롯데마트 마장휴게소점(통영방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,"경기도 이천시 마장면 중부고속도로 82, 지하주차장 100구역",37.264443,127.406284,24시간 이용가능,환경부,1661-9408,2.02E+13,급속(50kW)
홈플러스 풍무점,1,3,DC차데모 + AC3상,충전가능,"경기도 김포시 풍무로 167, 지상주차장 2층 E-01구역",37.609884,126.724018,09:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
홈플러스 병점점,1,3,DC차데모 + AC3상,충전가능,"경기도 화성시 경기대로 985, 지상주차장 3층 4구역",37.203717,127.03676,10:00~24:00,환경부,1661-9408,2.02E+13,급속(50kW)
송산포도휴게소(평택방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,경기도 화성시 송산면 평택시흥고속도로 25,37.2363191,126.7571394,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
송산포도휴게소(시흥방향),1,6,DC차데모 + AC3상 + DC콤보,충전가능,경기도 화성시 송산면 평택시흥고속도로 25,37.2380223,126.7566458,정보없음,환경부,1661-9408,2.02E+13,급속(50kW)
